course_title,skills,rating,num_reviews,level,content_duration,is_paid,clean_course_title
Calculus for Machine Learning and Data Science,"{"" Machine Learning"","" Calculus"","" Differential Equations"","" Mathematics"","" Machine Learning Algorithms"","" Regression"","" Algebra"","" Algorithms"","" Artificial Neural Networks""}",4.8,394.0,0,14,0.0,Calculus Machine Learning Data Science
Work Smarter with Microsoft Word,"{"" Collaboration"","" Communication"","" Computer Graphics"","" Microsoft Excel"","" Visual Design"","" Research and Design"","" Writing"","" Interactive Data Visualization"","" Software Architecture"","" User Experience Design""}",4.7,964.0,0,60,0.0,Work Smarter Microsoft Word
Data Science Methodology,"{"" Data Science"","" Data Analysis"","" Data Model"","" Machine Learning"","" Python Programming"","" Statistical Machine Learning"","" Data Mining""}",4.6,19600.0,0,14,0.0,Data Science Methodology
Google IT Support,"{"" Leadership and Management"","" Business Analysis"","" Design and Product"","" Strategy"","" Strategy and Operations"","" Data Analysis"","" Decision Making"","" Cloud Computing"","" Databases"","" Network Security"","" Data Management"","" Security Software"","" Communication"","" Critical Thinking"","" Business Development"","" Planning"","" Operating Systems"","" Linux"","" System Software""}",4.5,166.0,0,135,0.0,Google Support
Power Electronics,"{""(4k reviews)""}",4.7,4000.0,1,135,0.0,Power Electronics
Photography Basics and Beyond: From Smartphone to DSLR,"{"" Creativity"","" Social Media"","" Operations Management"","" Writing""}",4.7,6200.0,0,135,0.0,Photography Basics Beyond Smartphone DSLR
Probabilistic Graphical Models,"{"" Bayesian Network"","" Probability & Statistics"","" General Statistics"","" Graph Theory"","" Probability Distribution"","" Bayesian Statistics"","" Markov Model"","" Correlation And Dependence"","" Machine Learning"","" Network Model"","" Decision Making"","" Human Learning"","" Algorithms""}",4.6,1500.0,3,135,0.0,Probabilistic Graphical Models
Sequence Models,"{"" Artificial Neural Networks"","" Deep Learning"","" Machine Learning"","" Natural Language Processing"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Python Programming"","" Human Learning"","" Tensorflow"","" Linear Algebra""}",4.8,29600.0,1,14,0.0,Sequence Models
Business Value and Project Management,"{"" Leadership and Management"","" Strategy and Operations"","" Account Management"","" Accounting"","" Finance"","" Financial Accounting"","" Financial Management"","" General Accounting"","" Project Management"","" Accounts Payable and Receivable"","" Business Process Management"","" Financial Analysis"","" Generally Accepted Accounting Principles (GAAP)"","" Management Accounting"","" Cost Accounting"","" Decision Making"","" Entrepreneurship"","" Organizational Development"","" Business Design"","" Change Management"","" Critical Thinking"","" Leadership Development"","" Planning"","" Strategy"","" Adaptability"","" Business Transformation"","" Culture"","" Performance Management"","" Problem Solving"","" Business Psychology"","" Human Resources""}",4.7,7000.0,0,135,0.0,Business Value Project Management
Advanced Data Science with IBM,"{"" Machine Learning"","" Python Programming"","" Statistical Programming"","" Data Management"","" Machine Learning Algorithms"","" Deep Learning"","" Process Analysis"","" Data Analysis"","" Apache"","" Human Learning"","" Machine Learning Software"","" Applied Machine Learning"","" Extract"","" Transform"","" Load"","" Artificial Neural Networks"","" Feature Engineering"","" Application Development"","" Probability & Statistics"","" Cloud Computing"","" Statistical Machine Learning"","" General Statistics"","" IBM Cloud"","" SQL"","" Computer Programming"","" Tensorflow""}",4.3,3000.0,3,135,0.0,Advanced Data Science IBM
Create High-Fidelity Designs and Prototypes in Figma,"{"" User Experience""}",4.8,3400.0,0,60,0.0,Create HighFidelity Designs Prototypes Figma
Primeros Auxilios Psicológicos (PAP),"{""(9.9k reviews)""}",4.8,9900.0,2,60,0.0,Primeros Auxilios Psicolgicos PAP
AI & Law,"{"" Human Computer Interaction"","" Human Learning"","" Machine Learning"","" Applied Machine Learning"","" Decision Making"","" Machine Learning Algorithms"","" Business Intelligence"","" Leadership and Management"","" Process Analysis"","" Regulations and Compliance""}",4.8,380.0,0,14,0.0,AI  Law
The Singer Songwriter,"{"" Creativity"","" Writing""}",4.8,4200.0,0,135,0.0,Singer Songwriter
Business Statistics and Analysis,"{"" Probability & Statistics"","" Statistical Analysis"","" Business Analysis"","" General Statistics"","" Data Analysis"","" Spreadsheet Software"","" Basic Descriptive Statistics"","" Microsoft Excel"","" Statistical Tests"","" Probability Distribution"","" Business Intelligence"","" Data Analysis Software"","" Regression"","" Data Management"","" Critical Thinking"","" Data Visualization"","" Plot (Graphics)"","" Statistical Visualization"","" Problem Solving""}",4.7,12000.0,0,135,0.0,Business Statistics Analysis
Decentralized Finance (DeFi): The Future of Finance,"{"" BlockChain"","" FinTech"","" Finance"","" Algorithms"","" Cryptography"","" Payments"","" Banking"","" Risk Management"","" Contract Management"","" Computational Logic"","" Innovation"","" Regulations and Compliance"","" Securities Trading"","" Strategy and Operations"","" Cyberattacks"","" Financial Analysis"","" Investment Management"","" Security Engineering""}",4.8,1700.0,1,135,0.0,Decentralized Finance DeFi Future Finance
Learning How to Learn: Powerful mental tools to help you master tough subjects,"{"" Business Psychology"","" Entrepreneurship"","" Human Learning"","" Leadership and Management""}",4.8,88000.0,0,14,0.0,Learning Learn Powerful mental tools help master tough subjects
Google UX Design (PT),"{"" User Experience Design"","" Product Design"","" User Experience"","" Visual Design"","" Collaboration"","" Research and Design"","" Design and Product"","" Interactive Design"","" Graphic Design"","" Web Design"","" Persona Research"","" User Research"","" Mobile Development"","" Product Development"","" People Analysis""}",4.9,2000.0,0,135,0.0,Google UX Design PT
Talent Acquisition,"{"" Mergers & Acquisitions"","" Recruitment""}",4.8,216.0,0,14,0.0,Talent Acquisition
Supply Chain Analytics,"{"" Data Analysis"","" Supply Chain Systems"","" Supply Chain and Logistics"","" Strategy and Operations"","" Leadership and Management"","" Inventory Management"","" Operations Management"","" Business Analysis"","" Planning"","" Operational Analysis"","" Market Analysis"","" Strategy"","" Business Intelligence"","" Process Analysis"","" Forecasting"","" Warehouse Management"","" Data Management"","" Probability & Statistics"","" Statistical Analysis"","" Customer Analysis"","" Decision Making"","" General Statistics"","" Statistical Visualization"","" Data Model"","" Regression"","" Statistical Tests"","" Supplier Relationship Management"","" Basic Descriptive Statistics"","" Data Science""}",4.6,1900.0,0,135,0.0,Supply Chain Analytics
Human Anatomy and Medical Terminology Fundamentals,"{""(36 reviews)""}",4.7,36.0,0,135,0.0,Human Anatomy Medical Terminology Fundamentals
Customer Analytics,"{"" Basic Descriptive Statistics"","" Business Analysis"","" Customer Analysis"","" Data Analysis"","" Data Model"","" Exploratory Data Analysis"","" Market Analysis"","" Market Research"","" Marketing"","" Strategy""}",4.6,11600.0,2,60,0.0,Customer Analytics
Creating Business Value with Data and Looker,"{"" Looker (Software)"","" Data Visualization"","" Data Analysis"","" Data Analysis Software"","" Databases"","" Interactive Data Visualization"","" Business Analysis"","" Data Management"","" Business Intelligence"","" Data Visualization Software"","" Exploratory Data Analysis"","" Data Model"","" Cloud Computing"","" Visualization (Computer Graphics)"","" Data Warehousing"","" Machine Learning"","" SQL""}",4.7,1000.0,1,135,0.0,Creating Business Value Data Looker
English for Career Development,"{"" Business Communication"","" Critical Thinking"","" Human Resources"","" Human Resources Operations"","" Application Development"","" People Management""}",4.8,14700.0,2,60,0.0,English Career Development
Introduction to Front-End Development,"{"" HTML and CSS"","" React (web framework)"","" Web Development"","" Front-End Web Development"","" Web Design"","" Web Development Tools""}",4.8,9000.0,0,14,0.0,Introduction FrontEnd Development
Web Applications for Everybody,"{"" Database Design"","" Databases"","" HTML and CSS"","" Javascript"","" SQL"","" Web Development""}",4.7,8900.0,1,135,0.0,Web Applications Everybody
MLOps | Machine Learning Operations,"{"" Applied Machine Learning"","" Big Data"","" Cloud Computing"","" DevOps"","" Machine Learning"","" Machine Learning Software"","" Microsoft Azure"","" Python Programming""}",4.0,123.0,3,135,0.0,MLOps  Machine Learning Operations
SQL for Data Science,"{"" Critical Thinking"","" Data Analysis"","" Data Management"","" Database Administration"","" Database Design"","" Databases"","" Problem Solving"","" SQL"","" Computer Programming Tools"","" Data Model""}",4.6,15700.0,0,14,0.0,SQL Data Science
Data Science Foundations: Statistical Inference,"{"" Probability & Statistics"","" General Statistics"","" Probability Distribution"","" Estimation"","" Statistical Tests"","" Mathematics"","" Correlation And Dependence"","" Calculus""}",4.4,179.0,1,135,0.0,Data Science Foundations Statistical Inference
Google サイバーセキュリティ,"{""(37 reviews)""}",4.7,37.0,0,135,0.0,Google 
Google Project Management (PT),"{"" Project Management"","" Process Analysis"","" Collaboration"","" Organizational Development"","" Communication"","" Decision Making"","" Strategy"","" Product Management"","" Business Communication"","" Adaptability"","" Agile Software Development"","" Change Management"","" Leadership and Management"","" People Analysis"","" Scrum (Software Development)"","" Strategy and Operations"","" Continuous Integration"","" Risk Management"","" Spreadsheet Software"","" Professional Development"","" Programming Principles"","" Application Development""}",4.9,1900.0,0,135,0.0,Google Project Management PT
Python Project for Data Science,"{"" Python Programming"","" Computer Programming"","" Data Analysis"","" Data Science""}",4.5,3700.0,1,14,0.0,Python Project Data Science
Music Production,"{"" Creativity"","" Planning""}",4.8,2800.0,0,135,0.0,Music Production
"GIS, Mapping, and Spatial Analysis","{"" ArcGIS"","" Data Analysis"","" Data Visualization"","" Geovisualization"","" Spatial Analysis"","" Spatial Data Analysis"","" GIS Software"","" Data Analysis Software"","" Data Visualization Software"","" Data Model"","" Data Management"","" Databases"","" Statistical Analysis"","" Mergers & Acquisitions""}",4.9,2700.0,0,135,0.0,GIS Mapping Spatial Analysis
International Humanitarian Law in Theory and Practice,"{""(1.6k reviews)""}",4.8,1600.0,0,60,0.0,International Humanitarian Law Theory Practice
Transforming the Fashion Business,"{"" Leadership and Management"","" Research and Design"","" Brand Management"","" Design and Product"","" Strategy and Operations"","" Supply Chain Systems"","" Supply Chain and Logistics"","" Innovation"","" Marketing"","" Product Management"","" Collaboration"","" Entrepreneurship"","" Retail Sales"","" Sales"","" Strategy"","" Business Design"","" E-Commerce"","" Interactive Design"","" Product Lifecycle"","" Forecasting"","" Merchandising"","" Product Design"","" Visual Design""}",4.7,423.0,1,60,0.0,Transforming Fashion Business
Biostatistics in Public Health,"{"" Biostatistics"","" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Statistical Tests"","" Data Analysis"","" Regression"","" Basic Descriptive Statistics"","" Critical Thinking"","" Estimation"","" Probability Distribution"","" Data Visualization"","" Problem Solving""}",4.8,2100.0,0,135,0.0,Biostatistics Public Health
Animal Behaviour and Welfare,"{""(4.9k reviews)""}",4.8,4900.0,2,60,0.0,Animal Behaviour Welfare
Foundational Finance for Strategic Decision Making,"{"" Finance"","" Financial Analysis"","" Financial Management"","" Investment Management"","" Decision Making"","" Leadership and Management"","" Business Analysis"","" Critical Thinking"","" Financial Accounting"","" Payments"","" Accounting"","" Market Analysis"","" Microsoft Excel"","" Planning"","" Problem Solving"","" Strategy and Operations"","" Mathematics""}",4.7,1100.0,0,135,0.0,Foundational Finance Strategic Decision Making
Statistical Analysis with R for Public Health,"{"" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Statistical Tests"","" R Programming"","" Regression"","" Biostatistics"","" Statistical Programming"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Critical Thinking"","" Correlation And Dependence"","" Probability Distribution"","" Epidemiology""}",4.7,1900.0,0,135,0.0,Statistical Analysis R Public Health
Renewable Energy,"{"" Strategy and Operations"","" Leadership and Management"","" Planning"","" Systems Design"","" Project Management"","" Operations Management"","" Critical Thinking"","" Market Research"","" Operational Analysis"","" Strategy"","" Supply Chain and Logistics"","" Feature Engineering"","" General Statistics"","" Innovation"","" Operating Systems"","" Research and Design"","" Benefits"","" Change Management"","" Problem Solving"","" Product Strategy"","" Application Development"","" Finance"","" Financial Analysis"","" Financial Management"","" Marketing"","" Organizational Development"","" Technical Product Management""}",4.8,708.0,0,135,0.0,Renewable Energy
"TESOL Certificate, Part 2: Teach English Now!","{"" Writing"","" Human Learning"","" Planning""}",4.9,3700.0,0,135,0.0,TESOL Certificate 2 Teach English Now
Business Analytics,"{"" Data Analysis"","" Business Analysis"","" R Programming"","" Data Visualization"","" Exploratory Data Analysis"","" Data Analysis Software"","" Machine Learning"","" Statistical Machine Learning"","" Data Management"","" Interactive Data Visualization"","" Statistical Programming"","" Algorithms"","" Data Model"","" Extract"","" Transform"","" Load"","" Accounting"","" Communication"","" Customer Analysis"","" Data Mining"","" Data Visualization Software"","" Machine Learning Algorithms"","" Plot (Graphics)"","" Probability & Statistics"","" Statistical Analysis"","" Audit"","" Creativity"","" Market Research"","" Marketing"","" Natural Language Processing"","" Regression"","" Visual Design"","" Visualization (Computer Graphics)"","" Accounting Software"","" General Statistics"","" Market Analysis"","" Computer Programming""}",4.6,894.0,0,135,0.0,Business Analytics
Fundamentals of Accounting,"{"" Accounting"","" Financial Analysis"","" Cost Accounting"","" Management Accounting"","" Financial Accounting"","" Leadership and Management"","" General Accounting"","" Finance"","" Account Management"","" Financial Management"","" Generally Accepted Accounting Principles (GAAP)"","" Accounts Payable and Receivable"","" Business Analysis"","" Decision Making"","" Data Analysis"","" Entrepreneurship"","" Strategy and Operations""}",4.6,1900.0,0,135,0.0,Fundamentals Accounting
User Experience Research and Design,"{"" User Experience"","" Research and Design"","" User Experience Design"","" User Research"","" Human Computer Interaction"","" Design and Product"","" People Analysis"","" Critical Thinking"","" Data Analysis"","" Survey Creation"","" Product Design"","" Communication"","" Interactive Design"","" Visual Design"","" Systems Design"","" Probability & Statistics""}",4.7,2000.0,0,135,0.0,User Experience Research Design
Goodwill® Career Coach and Navigator,"{"" Leadership and Management"","" Critical Thinking"","" Customer Relationship Management"","" Customer Success"","" Human Learning"","" People Management"","" Problem Solving"","" Professional Development"","" Recruitment""}",4.7,109.0,0,135,0.0,Goodwill Career Coach Navigator
Futures Thinking,"{"" Adaptability"","" Creativity"","" Forecasting"","" Critical Thinking"","" Innovation"","" Human Learning"","" Decision Making"","" Strategy"","" Problem Solving"","" Collaboration"","" Communication"","" People Analysis"","" Planning"","" Research and Design"","" Scientific Visualization"","" Strategy and Operations"","" Leadership and Management"","" Business Transformation"","" Experiment"","" Storytelling"","" Game Theory"","" Leadership Development""}",4.8,1600.0,0,135,0.0,Futures Thinking
Foundations of Data Structures and Algorithms,"{"" Algorithms"","" Theoretical Computer Science"","" Data Structures"","" Computer Programming"","" Graph Theory"","" Problem Solving"","" Computational Logic"","" Computational Thinking"","" Mathematical Theory & Analysis"","" Mathematics"","" Applied Mathematics"","" Python Programming""}",4.6,371.0,3,135,0.0,Foundations Data Structures Algorithms
School Health for Children and Adolescents,"{"" Leadership and Management""}",4.8,2800.0,0,135,0.0,School Health Children Adolescents
First Step Korean,"{"" Communication"","" Culture"","" Writing""}",4.9,48500.0,0,60,0.0,Step Korean
Réussir le Changement,"{"" Change Management"","" Leadership and Management"","" Project Management"","" Strategy"","" Communication"","" Strategy and Operations"","" Organizational Development"","" People Management"","" Business Transformation"","" Performance Management""}",4.5,1900.0,2,60,0.0,Russir le Changement
Self-Driving Cars,"{"" Algorithms"","" Machine Learning"","" Python Programming"","" Computer Programming"","" Mathematics"","" Theoretical Computer Science"","" Estimation"","" Mathematical Theory & Analysis"","" Probability & Statistics"","" Applied Machine Learning"","" Computer Vision"","" Software Engineering"","" Computer Programming Tools"","" Critical Thinking"","" Problem Solving"","" Strategy and Operations"","" Systems Design"","" General Statistics"","" Probability Distribution"","" Regression"","" Artificial Neural Networks"","" Planning""}",4.7,3300.0,3,135,0.0,SelfDriving Cars
Assess for Success: Marketing Analytics and Measurement,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Data Analysis"","" Media Strategy & Planning"","" Data Management"","" Market Analysis""}",4.6,1000.0,0,14,0.0,Assess Success Marketing Analytics Measurement
Neuroscience and Neuroimaging,"{"" Statistical Programming"","" R Programming"","" Probability & Statistics"","" Data Management"","" Data Structures"","" Data Analysis"","" Statistical Analysis"","" Data Visualization"","" Visualization (Computer Graphics)"","" General Statistics"","" Research and Design"","" Experiment"","" Correlation And Dependence"","" Mathematical Theory & Analysis"","" Process Analysis"","" Spatial Analysis"","" Spatial Data Analysis"","" Bioinformatics"","" Extract"","" Transform"","" Load"","" Computer Programming""}",4.6,3100.0,1,135,0.0,Neuroscience Neuroimaging
Impact Measurement & Management for the SDGs,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Business Psychology"","" Organizational Development"","" Business Process Management"","" Finance""}",4.8,487.0,2,60,0.0,Impact Measurement  Management SDGs
Introduction to Data Engineering,"{"" Data Engineering"","" Data Management"","" Extract"","" Transform"","" Load"","" Databases"","" Network Security"","" Big Data"","" Data Warehousing"","" Leadership and Management"","" SQL"","" Data Science"","" NoSQL""}",4.7,2100.0,0,14,0.0,Introduction Data Engineering
Cancer Biology,"{""(9k reviews)""}",4.8,9000.0,0,135,0.0,Cancer Biology
Design and Interpretation of Clinical Trials,"{""(4.2k reviews)""}",4.7,4200.0,2,60,0.0,Design Interpretation Clinical Trials
Digital Product Management: Modern Fundamentals,"{"" Product Management"","" Leadership and Management"","" Planning"","" Product Strategy"","" Strategy""}",4.7,5000.0,0,14,0.0,Digital Product Management Modern Fundamentals
An Introduction to Consumer Neuroscience & Neuromarketing,"{"" Business Psychology"","" Market Research"","" Marketing"","" Behavioral Economics"","" Customer Analysis"","" Decision Making"","" People Analysis"","" Emotional Intelligence"","" Experiment"","" Research and Design""}",4.7,3100.0,0,60,0.0,Introduction Consumer Neuroscience  Neuromarketing
"Strategic Leadership: Impact, Change, and Decision-Making","{"" Leadership and Management"","" Critical Thinking"","" Leadership Development"","" Decision Making"","" Professional Development"","" Strategy"","" Strategy and Operations"","" People Development"","" People Management"","" People Analysis"","" Organizational Development"","" Problem Solving"","" Talent Management"","" Communication"","" Emotional Intelligence"","" Change Management"","" Human Resources"","" Business Analysis"","" Business Psychology"","" Entrepreneurship"","" Research and Design"","" Performance Management"","" Influencing""}",4.8,326.0,0,135,0.0,Strategic Leadership Impact Change DecisionMaking
Fundamentals of Graphic Design,"{"" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Creativity"","" Design and Product"","" Geometry"","" Graphic Design"","" Interactive Design"","" Visual Design"","" Visualization (Computer Graphics)""}",4.8,16800.0,0,60,0.0,Fundamentals Graphic Design
Healthcare IT Support,"{"" Problem Solving"","" Communication"","" Customer Support"","" Benefits""}",4.7,956.0,0,135,0.0,Healthcare Support
Social Psychology,"{""(4.7k reviews)""}",4.7,4700.0,0,60,0.0,Social Psychology
Build Dynamic User Interfaces (UI) for Websites,"{"" User Experience"","" User Research"","" Web Design"","" Web Development Tools""}",4.8,2800.0,0,60,0.0,Build Dynamic User Interfaces UI Websites
Getting Started with Power BI Desktop,"{"" Business Intelligence"","" Data Analysis"","" Data Visualization"","" Interactive Data Visualization"","" Power BI""}",4.7,3500.0,0,1,0.0,Getting Started Power BI Desktop
Six Sigma Green Belt,"{"" Data Analysis"","" Probability & Statistics"","" Business Analysis"","" Process Analysis"","" Statistical Analysis"","" General Statistics"","" Operational Analysis"","" Business Process Management"","" Organizational Development"","" Performance Management"","" Problem Solving"","" Project Management"","" Statistical Tests"","" Statistical Visualization"","" Strategy and Operations"","" Decision Making"","" Leadership and Management"","" Mathematics"","" Operations Management"","" Basic Descriptive Statistics"","" Supply Chain and Logistics"","" Entrepreneurship"","" Planning"","" Probability Distribution"","" Customer Analysis"","" Mathematical Theory & Analysis"","" Experiment"","" Interactive Data Visualization"","" Interactive Design""}",4.7,4000.0,1,135,0.0,Sigma Green Belt
Probability & Statistics for Machine Learning & Data Science,"{"" General Statistics"","" Probability & Statistics"","" Statistical Analysis""}",4.6,181.0,0,14,0.0,Probability  Statistics Machine Learning  Data Science
FPGA Design for Embedded Systems,"{"" Hardware Design"","" Computational Logic"","" Computer Architecture"","" Leadership and Management"","" Design and Product"","" Microarchitecture"","" Systems Design"","" Computer Programming Tools"","" Critical Thinking"","" Computer Programming"","" Programming Principles"","" System Programming""}",4.5,1600.0,1,135,0.0,FPGA Design Embedded Systems
AWS Cloud Technical Essentials,"{"" Amazon Web Services"","" Cloud Computing"","" Cloud Storage"","" Leadership and Management""}",4.8,4300.0,0,60,0.0,AWS Cloud Technical Essentials
Market Research,"{"" Market Research"","" Research and Design"","" Marketing"","" Market Analysis"","" Communication"","" Business Research"","" Data Analysis"","" User Research"","" Critical Thinking"","" Decision Making"","" Strategy"","" Survey Creation"","" Business Communication"","" Customer Analysis"","" Exploratory Data Analysis"","" Planning"","" General Statistics"","" Data Visualization"","" Probability & Statistics"","" Problem Solving"","" Storytelling"","" Visual Design"","" Writing"","" Digital Marketing""}",4.6,1300.0,0,135,0.0,Market Research
Forensic Accounting and Fraud Examination,"{"" Accounting"","" Audit"","" Critical Thinking"","" Financial Accounting"","" Risk Management"","" Regulations and Compliance"","" Data Analysis"","" Finance"","" Problem Solving"","" Leadership and Management""}",4.7,5400.0,2,60,0.0,Forensic Accounting Fraud Examination
Coding for Everyone: C and C++,"{"" C Programming Language Family"","" Computer Programming"","" Programming Principles"","" Algorithms"","" Data Structures"","" C++ Programming"","" Computational Logic"","" Computer Programming Tools"","" Computational Thinking"","" Critical Thinking"","" Mathematics"","" Problem Solving"","" Graph Theory"","" Theoretical Computer Science""}",4.5,8900.0,0,135,0.0,Coding Everyone C C
Overcoming Dyslexia,"{""(503 reviews)""}",4.8,503.0,0,60,0.0,Overcoming Dyslexia
Digital Manufacturing & Design Technology,"{"" Design and Product"","" Leadership and Management"","" Product Lifecycle"","" Product Management"","" Strategy and Operations"","" Product Development"","" Business Process Management"","" Product Design"","" Supply Chain Systems"","" Data Management"","" Systems Design"","" Computer Networking"","" Supply Chain and Logistics"","" Human Computer Interaction"","" Process Analysis"","" Technical Product Management"","" Data Analysis"","" Project Management"","" System Security"","" Business Transformation"","" Cloud Computing"","" Cyberattacks"","" Operations Management"","" Security Engineering"","" Big Data"","" Cloud Storage"","" Communication"","" Computer Architecture"","" Computer Security Models"","" Network Security"","" Security Software"","" Security Strategy"","" Software Security"","" Supplier Relationship Management"","" Data Analysis Software"","" Digital Marketing"","" Machine Learning"","" Computer Security Incident Management"","" Data Visualization"","" Internet Of Things"","" Exploratory Data Analysis"","" Business Communication"","" Marketing""}",4.6,6600.0,0,135,0.0,Digital Manufacturing  Design Technology
Understanding Clinical Research: Behind the Statistics,"{"" Basic Descriptive Statistics"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Statistical Tests"","" Critical Thinking"","" Biostatistics"","" Clinical Data Management"","" Statistical Visualization""}",4.8,3300.0,0,60,0.0,Understanding Clinical Research Statistics
Practical Guide to Trading,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Securities Trading"","" Financial Management"","" Market Analysis"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Accounting"","" Data Analysis"","" Securities Sales"","" Taxes""}",4.4,485.0,0,135,0.0,Practical Guide Trading
Meta AR Developer,"{"" Javascript""}",4.6,84.0,1,135,0.0,Meta AR Developer
Health Informatics,"{"" Leadership and Management"","" Data Analysis"","" Data Management"","" Clinical Data Management"","" Decision Making"","" Systems Design"","" Data Model"","" Data Structures"","" Databases"","" User Experience"","" Change Management"","" Critical Thinking"","" Human Computer Interaction"","" Big Data"","" Data Analysis Software"","" Database Design"","" Database Theory"","" Process Analysis"","" Project Management"","" Data Science"","" Health""}",4.4,746.0,0,135,0.0,Health Informatics
PostgreSQL for Everybody,"{"" SQL"","" Databases"","" Database Design"","" PostgreSQL"","" Database Application"","" Data Management"","" Database Theory"","" Data Structures"","" Python Programming"","" Data Architecture"","" NoSQL"","" Data Model"","" Natural Language Processing""}",4.7,1000.0,1,135,0.0,PostgreSQL Everybody
Introduction to Software Engineering,"{"" Software Engineering"","" Computer Programming"","" Software Engineering Tools"","" Application Development"","" Programming Principles"","" Software Architecture"","" Agile Software Development"","" Communication"","" Product Management"","" Software-Defined Networking"","" Python Programming""}",4.7,581.0,0,60,0.0,Introduction Software Engineering
Positive Psychiatry and Mental Health,"{"" Resilience""}",4.8,3400.0,2,60,0.0,Positive Psychiatry Mental Health
Machine Learning Data Lifecycle in Production,"{"" Python Programming"","" Statistical Programming"","" Tensorflow"","" Exploratory Data Analysis"","" Feature Engineering"","" Machine Learning"","" Probability & Statistics""}",4.3,754.0,3,14,0.0,Machine Learning Data Lifecycle Production
Healthy and Sustainable Foods and Products,"{"" Product Lifecycle""}",3.9,24.0,1,135,0.0,Healthy Sustainable Foods Products
Corporate Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Finance"","" Mergers & Acquisitions"","" Business Development""}",4.8,1900.0,0,14,0.0,Corporate Strategy
Healthcare Law,"{"" Regulations and Compliance"","" Leadership and Management"","" Innovation"","" Strategy"","" System Security"","" Critical Thinking"","" Data Management"","" Risk Management"","" Strategy and Operations"","" Research and Design""}",4.7,411.0,1,135,0.0,Healthcare Law
Financial Management,"{"" Financial Management"","" Finance"","" Financial Analysis"","" Financial Accounting"","" Leadership and Management"","" Accounting"","" Investment Management"","" Risk Management"","" Cash Management"","" Accounts Payable and Receivable"","" General Accounting"","" Management Accounting"","" Account Management"","" Corporate Accouting"","" Generally Accepted Accounting Principles (GAAP)"","" Cost Accounting"","" Decision Making"","" Market Analysis"","" Securities Trading"","" Strategy"","" Correlation And Dependence"","" Taxes"","" Mergers & Acquisitions""}",4.7,6400.0,1,135,0.0,Financial Management
Digital Technologies and the Future of Manufacturing,"{"" Product Management"","" Leadership and Management"","" Strategy and Operations"","" Design and Product"","" Strategy"","" Product Lifecycle"","" Feature Engineering"","" Business Process Management"","" Innovation"","" Internet Of Things"","" Operations Management"","" Technical Product Management"","" Entrepreneurship"","" Product Strategy"","" Cloud-Based Integration"","" Organizational Development""}",4.6,199.0,0,60,0.0,Digital Technologies Future Manufacturing
Java FullStack Developer,"{"" Algorithms"","" Computer Programming"","" Java Programming"","" Javascript"","" Web Development""}",4.4,71.0,1,60,0.0,Java FullStack Developer
The Path to Insights: Data Models and Pipelines,"{"" Data Management"","" Data Model"","" Extract"","" Transform"","" Load""}",4.7,262.0,3,14,0.0,Path Insights Data Models Pipelines
Write Professional Emails in English,"{"" Writing"","" Business Communication"","" Professional Development""}",4.8,16700.0,2,60,0.0,Write Professional Emails English
Game Design: Art and Concepts,"{"" Creativity"","" Storytelling"","" Writing""}",4.7,3800.0,0,135,0.0,Game Design Art Concepts
Convolutional Neural Networks in TensorFlow,"{"" Machine Learning"","" Deep Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Human Learning"","" Tensorflow"","" Python Programming"","" Machine Learning Software""}",4.7,7900.0,1,14,0.0,Convolutional Neural Networks TensorFlow
Work Smarter with Microsoft Excel,"{"" Critical Thinking"","" Data Analysis"","" Data Visualization"","" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis Software"","" Data Model"","" Databases"","" Operational Analysis"","" Visual Design""}",4.7,1500.0,0,60,0.0,Work Smarter Microsoft Excel
Managerial Accounting Fundamentals,"{"" Accounting"","" Cost Accounting"","" Leadership and Management"","" Management Accounting"","" Account Management"","" Financial Accounting"","" Budget Management"","" General Accounting"","" Finance"","" Generally Accepted Accounting Principles (GAAP)""}",4.8,721.0,0,14,0.0,Managerial Accounting Fundamentals
Learn Spanish: Basic Spanish Vocabulary,"{"" Communication"","" Writing"","" Culture""}",4.6,3500.0,0,135,0.0,Learn Spanish Basic Spanish Vocabulary
Extended Reality for Everybody,"{"" Human Computer Interaction"","" Virtual Reality"","" Computer Graphics"","" Interactive Design"","" User Experience"","" User Experience Design"","" Design and Product"","" Research and Design"","" Application Development"","" Product Development"","" Computer Programming"","" Product Design"","" Visual Design"","" Systems Design""}",4.6,423.0,0,60,0.0,Extended Reality Everybody
